-73.000000	-126.439709
-58.400000	-126.439709
-43.800000	-126.439709
-29.200000	-126.439709
-14.600000	-126.439709
0.000000	-126.439709
14.600000	-126.439709
29.200000	-126.439709
43.800000	-126.439709
58.400000	-126.439709
73.000000	-126.439709
-80.300000	-113.795738
-65.700000	-113.795738
-51.100000	-113.795738
-36.500000	-113.795738
-21.900000	-113.795738
-7.300000	-113.795738
7.300000	-113.795738
21.900000	-113.795738
36.500000	-113.795738
51.100000	-113.795738
65.700000	-113.795738
80.300000	-113.795738
-87.600000	-101.151767
-73.000000	-101.151767
-58.400000	-101.151767
-43.800000	-101.151767
-29.200000	-101.151767
-14.600000	-101.151767
0.000000	-101.151767
14.600000	-101.151767
29.200000	-101.151767
43.800000	-101.151767
58.400000	-101.151767
73.000000	-101.151767
87.600000	-101.151767
-94.900000	-88.507796
-80.300000	-88.507796
-65.700000	-88.507796
-51.100000	-88.507796
-36.500000	-88.507796
-21.900000	-88.507796
-7.300000	-88.507796
7.300000	-88.507796
21.900000	-88.507796
36.500000	-88.507796
51.100000	-88.507796
65.700000	-88.507796
80.300000	-88.507796
94.900000	-88.507796
-102.200000	-75.863825
-87.600000	-75.863825
-73.000000	-75.863825
-58.400000	-75.863825
-43.800000	-75.863825
-29.200000	-75.863825
-14.600000	-75.863825
0.000000	-75.863825
14.600000	-75.863825
29.200000	-75.863825
43.800000	-75.863825
58.400000	-75.863825
73.000000	-75.863825
87.600000	-75.863825
102.200000	-75.863825
-109.500000	-63.219854
-94.900000	-63.219854
-80.300000	-63.219854
-65.700000	-63.219854
-51.100000	-63.219854
-36.500000	-63.219854
-21.900000	-63.219854
-7.300000	-63.219854
7.300000	-63.219854
21.900000	-63.219854
36.500000	-63.219854
51.100000	-63.219854
65.700000	-63.219854
80.300000	-63.219854
94.900000	-63.219854
109.500000	-63.219854
-116.800000	-50.575884
-102.200000	-50.575884
-87.600000	-50.575884
-73.000000	-50.575884
-58.400000	-50.575884
-43.800000	-50.575884
-29.200000	-50.575884
-14.600000	-50.575884
0.000000	-50.575884
14.600000	-50.575884
29.200000	-50.575884
43.800000	-50.575884
58.400000	-50.575884
73.000000	-50.575884
87.600000	-50.575884
102.200000	-50.575884
116.800000	-50.575884
-124.100000	-37.931913
