-1.158219849999999980e+02 -1.680216220000000078e+02 0.000000000000000000e+00
8.662198499999999513e+01 -1.629397099999999909e+01 0.000000000000000000e+00
2.034219850000000065e+02 1.174457380000000057e+02 0.000000000000000000e+00
2.919999999999999929e+01 1.590276509999999917e+02 0.000000000000000000e+00
-7.202198500000000081e+01 -1.933095629999999971e+02 0.000000000000000000e+00
5.839999999999999858e+01 1.843155930000000069e+02 0.000000000000000000e+00
-4.379999999999999716e+01 1.264397089999999935e+02 0.000000000000000000e+00
-4.282198499999999797e+01 -1.174457380000000057e+02 0.000000000000000000e+00
7.299999999999999822e+00 -6.321985399999999800e+01 0.000000000000000000e+00
-1.012219850000000037e+02 9.215779600000000471e+01 0.000000000000000000e+00
2.263000000000000114e+02 1.137957380000000001e+02 0.000000000000000000e+00
-1.459999999999999964e+01 1.011517670000000066e+02 0.000000000000000000e+00
-1.158219849999999980e+02 -3.428191300000000297e+01 0.000000000000000000e+00
-8.759999999999999432e+01 -3.258794199999999819e+01 0.000000000000000000e+00
-4.282198499999999797e+01 4.158191300000000012e+01 0.000000000000000000e+00
1.377219849999999894e+02 5.422588400000000064e+01 0.000000000000000000e+00
-8.662198499999999513e+01 -1.427336799999999926e+02 0.000000000000000000e+00
-8.662198499999999513e+01 1.629397099999999909e+01 0.000000000000000000e+00
1.304219850000000065e+02 -1.680216220000000078e+02 0.000000000000000000e+00
-8.759999999999999432e+01 2.023035340000000133e+02 0.000000000000000000e+00
6.472198500000000365e+01 2.163794199999999890e+01 0.000000000000000000e+00
5.742198499999999939e+01 6.686985400000000368e+01 0.000000000000000000e+00
-1.231219849999999951e+02 2.893794199999999961e+01 0.000000000000000000e+00
8.759999999999999432e+01 -2.096035339999999962e+02 0.000000000000000000e+00
-6.570000000000000284e+01 1.463836799999999982e+02 0.000000000000000000e+00
7.300000000000000000e+01 -2.275914760000000001e+02 0.000000000000000000e+00
-1.386999999999999886e+02 1.137957380000000001e+02 0.000000000000000000e+00
1.362198500000000045e+01 -6.686985400000000368e+01 0.000000000000000000e+00
-7.299999999999999822e+00 1.643716220000000021e+02 0.000000000000000000e+00
1.304219850000000065e+02 1.174457380000000057e+02 0.000000000000000000e+00
9.392198500000000649e+01 -1.300897089999999992e+02 0.000000000000000000e+00
1.362198500000000045e+01 -1.629397099999999909e+01 0.000000000000000000e+00
9.490000000000000568e+01 -1.969595630000000028e+02 0.000000000000000000e+00
-8.759999999999999432e+01 2.096035339999999962e+02 0.000000000000000000e+00
-1.815219850000000008e+02 2.059535339999999906e+02 0.000000000000000000e+00
-1.095000000000000000e+02 -8.850779599999999903e+01 0.000000000000000000e+00
1.314000000000000057e+02 -7.586382500000000562e+01 0.000000000000000000e+00
0.000000000000000000e+00 1.770155929999999955e+02 0.000000000000000000e+00
-1.742219849999999894e+02 3.428191300000000297e+01 0.000000000000000000e+00
-2.044000000000000057e+02 0.000000000000000000e+00 0.000000000000000000e+00
1.751999999999999886e+02 -1.517276510000000087e+02 0.000000000000000000e+00
7.299999999999999822e+00 -9.580779599999999618e+01 0.000000000000000000e+00
9.490000000000000568e+01 -1.210957379999999972e+02 0.000000000000000000e+00
